attempt_id,attempt_name,pathology_case_id,pathology_type,pathology_severity,recovery_approach,primary_method,secondary_methods,method_novelty,resources_required,resource_intensity,duration_days,phases,setbacks,complications,progress_pattern,outcome,function_restored_percent,residual_symptoms,recurrence_risk,success_factors,failure_factors,theoretical_framework,framework_adequate,replicability,applicability,protocol_developed,location,region,start_year,end_year,lead_practitioner,team_size,confidence,cross_reference,notes
RA-0077,Horizon Expansion Program 85,HS-0129,horizon_shrinkage,severe,restoration,relocation,,established,specialized_equipment,extreme,225,3,1,none,plateau_then_breakthrough,substantial_recovery,84.8,True,low,matched_method,,strand_horizons,False,highly_replicable,similar_horizon_shrinkage,False,Archive vicinity,Capital,891,892,Indigenous Consultant,38,0.88,HS-0129,
RA-0078,Horizon Expansion Program 335,HS-0040,horizon_shrinkage,severe,adaptation,social_reconnection,,modified,skilled_healer,moderate,251,5,8,side_effects,gradual_throughout,partial_recovery,45.2,True,high,early_intervention,,strand_horizons,False,case_specific,similar_horizon_shrinkage,False,Dissolution zone,Dens,897,898,Moll Research Team,3,0.9,HS-0040,
RA-0079,Integration Attempt 998,NP-0061,navigation_pathology,moderate,reconstruction,navigation_recalibration,"horizon_expansion, external_structure",modified,quiet_location,high,791,2,6,resource_exhaustion,rapid_then_slow,stabilization,29.1,True,moderate,,,voss_navigation,False,moderately_replicable,specific_conditions_only,False,Healing Institute,Capital,920,923,Strand Rehabilitation Center,7,0.55,NP-0061,
RA-0080,Annex 895 Reconstruction,NP-0191,navigation_pathology,mild,transformation,resonance_retuning,external_structure,modified,quiet_location,moderate,363,2,7,relapse,rapid_then_slow,stabilization,36.6,True,high,,,voss_navigation,True,moderately_replicable,similar_navigation_pathology,False,Siege fields,Tower of Mirado,918,919,Archive Recovery Team,9,0.93,NP-0191,
RA-0081,Horizon Expansion Program 600,,ingression_failure,catastrophic,restoration,observation_cessation,substrate_repair,modified,specialized_equipment,high,312,5,1,,linear_improvement,substantial_recovery,88.8,True,moderate,skilled_healer,,vells_ingression,False,moderately_replicable,similar_ingression_failure,True,Isolation community,Northo,908,909,Field Healer,13,0.51,,
RA-0082,Boundary Restoration Project 978,BD-0170,boundary_dissolution,moderate,reconstruction,isolation,,novel,collective_effort,high,347,3,3,,no_progress,no_improvement,15.7,False,very_high,,late_intervention,tross_boundaries,False,moderately_replicable,limited_applicability,False,Southern perimeter,Dens boundary,893,894,Field Healer,17,0.71,BD-0170,
RA-0083,Ghost Clearance Case 788,BD-0097,boundary_dissolution,severe,integration,pattern_editing,"resonance_retuning, surgery, relocation",modified,time,high,358,4,2,side_effects,plateau_then_breakthrough,substantial_recovery,87.2,True,moderate,skilled_healer,,tross_boundaries,True,moderately_replicable,similar_boundary_dissolution,True,Healing Institute,Capital,911,912,Archive Recovery Team,17,0.88,BD-0097,
RA-0084,Horizon Expansion Program 416,NP-0127,navigation_pathology,moderate,isolation,resonance_retuning,,experimental,social_support,minimal,31,1,11,resource_exhaustion,rapid_then_slow,worsening,0.0,False,high,,ongoing_exposure,voss_navigation,False,case_specific,similar_navigation_pathology,False,Educational district,Densmok,905,906,M. Strand,4,0.8,NP-0127,
RA-0085,Navigation Recalibration 175,BD-0039,boundary_dissolution,severe,reconstruction,relocation,substrate_repair,established,time,extreme,1402,3,6,secondary_pathology,gradual_throughout,partial_recovery,41.5,True,high,skilled_healer,,tross_boundaries,False,case_specific,specific_conditions_only,False,Klutch CC,Densmok,936,940,Healing Institute Team,31,0.78,BD-0039,
RA-0086,Substrate Repair 833,GC-0162,ghost_contamination,mild,adaptation,integration_assistance,substrate_repair,modified,time,minimal,257,3,10,relapse,no_progress,no_improvement,0.0,True,very_high,,insufficient_resources,moll_ghosts,True,moderately_replicable,similar_ghost_contamination,False,Tower base,Tower of Mirado,931,932,Vorn Recovery Group,5,0.94,GC-0162,
RA-0087,Boundary Restoration Project 43,FC-0068,federation_cancer,moderate,transformation,relocation,"resonance_retuning, social_reconnection",modified,collective_effort,moderate,1982,2,6,secondary_pathology,oscillating,partial_recovery,67.4,True,high,matched_method,,mord_federation,True,case_specific,limited_applicability,False,Educational district,Densmok,892,898,M. Strand,8,0.56,FC-0068,
RA-0088,Garrett Rehabilitation,NP-0192,navigation_pathology,severe,integration,resonance_retuning,,established,time,moderate,965,5,1,,oscillating,partial_recovery,56.5,True,moderate,skilled_healer,,voss_navigation,True,moderately_replicable,specific_conditions_only,False,Mill vicinity,Yeller Quarry,928,931,S. Moll,8,0.69,NP-0192,
RA-0089,Horizon Expansion Program 448,HS-0189,horizon_shrinkage,moderate,integration,horizon_expansion,"social_reconnection, observation_cessation",novel,time,minimal,238,3,1,none,plateau_then_breakthrough,substantial_recovery,73.8,True,moderate,early_intervention,,strand_horizons,True,case_specific,similar_horizon_shrinkage,False,Capital proper,Capital,915,916,K. Vorn,4,0.87,HS-0189,
RA-0090,Annex 900 Reconstruction,NP-0162,navigation_pathology,moderate,adaptation,navigation_recalibration,,modified,social_support,high,257,4,19,secondary_pathology,no_progress,no_improvement,18.4,False,high,,wrong_method,voss_navigation,True,case_specific,specific_conditions_only,False,Dens interior,Dens,896,897,Archive Recovery Team,6,0.79,NP-0162,
RA-0091,Ghost Clearance Case 532,FC-0127,federation_cancer,severe,adaptation,external_structure,"horizon_expansion, trust_rebuilding",established,skilled_healer,high,102,1,7,side_effects,rapid_then_slow,death_dissolution,0.0,False,high,,ongoing_exposure,mord_federation,False,moderately_replicable,similar_federation_cancer,False,Scholar's Quarter,Capital,899,900,Field Healer,12,0.53,FC-0127,
RA-0092,Horizon Expansion Program 365,HS-0171,horizon_shrinkage,moderate,integration,horizon_expansion,,established,skilled_healer,moderate,1083,4,9,secondary_pathology,rapid_then_slow,stabilization,32.7,True,moderate,,,strand_horizons,True,case_specific,similar_horizon_shrinkage,False,Archive vicinity,Capital,922,925,M. Strand,7,0.88,HS-0171,
RA-0093,Navigation Recalibration 235,GC-0189,ghost_contamination,moderate,adaptation,ghost_clearance,observation_cessation,modified,specialized_equipment,high,438,3,10,resource_exhaustion,rapid_then_slow,partial_recovery,44.0,False,moderate,patient_cooperation,,moll_ghosts,True,case_specific,limited_applicability,False,Western districts,Capital,912,914,M. Strand,13,0.9,GC-0189,
RA-0094,Federation Recovery 882,HS-0051,horizon_shrinkage,moderate,restoration,medication,"boundary_reinforcement, ghost_clearance",established,social_support,high,240,4,14,relapse,rapid_then_slow,worsening,0.0,True,high,,wrong_method,strand_horizons,True,case_specific,similar_horizon_shrinkage,False,Scholar's Quarter,Capital,937,938,Specialist Team,20,0.57,HS-0051,
RA-0095,Substrate Repair 269,,ingression_failure,moderate,restoration,relocation,"pattern_editing, social_reconnection, boundary_reinforcement",experimental,specialized_equipment,high,168,4,20,secondary_pathology,no_progress,no_improvement,8.6,True,high,,ongoing_exposure,vells_ingression,True,case_specific,similar_ingression_failure,False,Recovery settlement,Northo,901,902,Healing Institute Team,11,0.88,,
RA-0096,Navigation Recalibration 33,BD-0029,boundary_dissolution,catastrophic,transformation,pattern_editing,,novel,specialized_equipment,high,371,3,0,relapse,stepwise,substantial_recovery,72.2,True,moderate,adequate_resources,,tross_boundaries,True,case_specific,limited_applicability,False,Suburban zone,Densmok,934,936,K. Vorn,5,0.85,BD-0029,
RA-0097,Annex 20 Reconstruction,BD-0168,boundary_dissolution,moderate,adaptation,isolation,navigation_recalibration,novel,quiet_location,high,952,4,2,relapse,gradual_throughout,death_dissolution,0.0,True,unknown,,wrong_method,tross_boundaries,True,case_specific,specific_conditions_only,False,Capital outskirts,Capital,902,905,Field Healer,16,0.57,BD-0168,
RA-0098,Ghost Clearance Case 624,HS-0174,horizon_shrinkage,severe,reconstruction,relocation,"ghost_clearance, medication",established,social_support,moderate,211,1,13,secondary_pathology,gradual_throughout,worsening,0.0,True,very_high,,insufficient_resources,strand_horizons,False,moderately_replicable,limited_applicability,False,Dens deep,Dens,904,905,S. Moll,6,0.59,HS-0174,
RA-0099,Integration Attempt 114,NP-0084,navigation_pathology,severe,restoration,external_structure,resonance_retuning,modified,social_support,moderate,311,3,14,relapse,no_progress,no_improvement,0.8,True,very_high,,wrong_method,voss_navigation,True,case_specific,limited_applicability,False,Northern monastery,Northo,909,910,Specialist Team,3,0.81,NP-0084,
RA-0100,Horizon Expansion Program 160,BD-0172,boundary_dissolution,severe,restoration,isolation,,experimental,time,high,313,4,0,side_effects,stepwise,substantial_recovery,89.0,True,low,adequate_resources,,tross_boundaries,False,unique,limited_applicability,False,Veteran settlement,Tower of Mirado,903,904,Specialist Team,15,0.63,BD-0172,
RA-0101,Horizon Expansion Program 961,,ingression_failure,mild,restoration,relocation,"social_reconnection, ghost_clearance",established,collective_effort,moderate,487,4,3,,stepwise,substantial_recovery,84.6,True,moderate,patient_cooperation,,vells_ingression,True,highly_replicable,specific_conditions_only,False,Ascetic village,Northo,916,918,Specialist Team,7,0.67,,
RA-0102,Ghost Clearance Case 735,NP-0087,navigation_pathology,moderate,restoration,navigation_recalibration,,established,quiet_location,moderate,1612,2,4,relapse,rapid_then_slow,partial_recovery,68.7,True,moderate,skilled_healer,,voss_navigation,True,case_specific,specific_conditions_only,False,Western districts,Capital,902,907,Strand Rehabilitation Center,9,0.77,NP-0087,
RA-0103,Substrate Repair 332,NP-0001,navigation_pathology,mild,restoration,navigation_recalibration,,modified,quiet_location,minimal,124,2,6,relapse,no_progress,no_improvement,1.2,True,high,,ongoing_exposure,voss_navigation,False,moderately_replicable,similar_navigation_pathology,False,Scholar's Quarter,Capital,923,924,Archive Recovery Team,1,0.69,NP-0001,
RA-0104,Annex 47 Reconstruction,BD-0031,boundary_dissolution,catastrophic,adaptation,relocation,,novel,social_support,extreme,219,2,18,relapse,no_progress,no_improvement,17.0,True,very_high,,wrong_method,tross_boundaries,True,case_specific,limited_applicability,False,Healing Institute,Capital,907,908,Vorn Recovery Group,12,0.56,BD-0031,
RA-0105,Annex 92 Reconstruction,NP-0064,navigation_pathology,severe,reconstruction,navigation_recalibration,"medication, ghost_clearance",experimental,social_support,high,153,3,16,relapse,no_progress,no_improvement,2.2,True,very_high,,irreversible_damage,voss_navigation,True,unique,limited_applicability,False,Coder quarter,Densmok,933,934,Specialist Team,15,0.7,NP-0064,
RA-0106,Substrate Repair 858,FC-0174,federation_cancer,moderate,integration,trust_rebuilding,"navigation_recalibration, boundary_reinforcement",modified,quiet_location,moderate,427,4,9,relapse,rapid_then_slow,partial_recovery,58.7,False,moderate,patient_cooperation,,mord_federation,False,moderately_replicable,similar_federation_cancer,False,Ascetic village,Northo,918,920,Healing Institute Team,10,0.51,FC-0174,
RA-0107,Ghost Clearance Case 950,GC-0184,ghost_contamination,moderate,adaptation,boundary_strengthening,"external_structure, navigation_recalibration, relocation",established,time,high,554,4,1,none,linear_improvement,full_recovery,95.1,False,low,matched_method,,moll_ghosts,True,highly_replicable,broadly_applicable,False,Ascetic village,Northo,933,935,Archive Recovery Team,14,0.77,GC-0184,
RA-0108,Substrate Repair 322,FC-0166,federation_cancer,mild,adaptation,external_structure,"substrate_repair, horizon_expansion, navigation_recalibration",modified,social_support,high,526,2,0,relapse,linear_improvement,substantial_recovery,78.9,True,low,adequate_resources,,mord_federation,True,case_specific,similar_federation_cancer,False,Archive vicinity,Capital,890,892,Archive Recovery Team,18,0.7,FC-0166,
RA-0109,Annex 571 Reconstruction,HS-0190,horizon_shrinkage,catastrophic,reconstruction,medication,,novel,quiet_location,high,58,1,2,,stepwise,full_recovery,96.8,False,low,patient_cooperation,,strand_horizons,True,case_specific,similar_horizon_shrinkage,False,Tower base,Tower of Mirado,925,926,S. Moll,9,0.78,HS-0190,
RA-0110,Ghost Clearance Case 918,BD-0094,boundary_dissolution,moderate,restoration,pattern_editing,"medication, navigation_recalibration",modified,time,moderate,841,1,1,side_effects,oscillating,partial_recovery,56.0,False,moderate,early_intervention,,tross_boundaries,False,moderately_replicable,specific_conditions_only,False,Klutch CC,Densmok,931,934,Healing Institute Team,10,0.64,BD-0094,
RA-0111,Horizon Expansion Program 106,HS-0035,horizon_shrinkage,severe,integration,social_reconnection,horizon_expansion,modified,quiet_location,extreme,761,4,0,none,plateau_then_breakthrough,full_recovery,100.0,False,moderate,early_intervention,,strand_horizons,True,case_specific,broadly_applicable,False,Eastern fluctuation zone,Dens boundary,900,903,Field Healer,40,0.98,HS-0035,
RA-0112,Navigation Recalibration 341,HS-0120,horizon_shrinkage,severe,restoration,relocation,,experimental,social_support,extreme,369,2,4,resource_exhaustion,oscillating,stabilization,25.2,True,moderate,,,strand_horizons,False,case_specific,specific_conditions_only,False,Northern approach,Tower of Mirado,938,940,Strand Rehabilitation Center,48,0.71,HS-0120,
RA-0113,Annex 23 Reconstruction,,multiple,severe,restoration,social_reconnection,"horizon_expansion, medication, substrate_repair",established,skilled_healer,high,833,5,3,relapse,stepwise,full_recovery,95.2,False,low,patient_cooperation,,integrated,False,highly_replicable,similar_multiple,True,Archive vicinity,Capital,924,927,S. Moll,13,0.89,,
RA-0114,Horizon Expansion Program 668,HS-0060,horizon_shrinkage,mild,adaptation,medication,,established,skilled_healer,moderate,127,2,10,side_effects,oscillating,partial_recovery,65.0,False,high,adequate_resources,,strand_horizons,False,case_specific,similar_horizon_shrinkage,False,Capital proper,Capital,898,899,Field Healer,2,0.99,HS-0060,
RA-0115,Substrate Repair 985,GC-0153,ghost_contamination,mild,restoration,integration_assistance,pattern_editing,modified,skilled_healer,minimal,83,5,18,relapse,rapid_then_slow,worsening,0.0,True,very_high,,late_intervention,moll_ghosts,True,moderately_replicable,limited_applicability,False,Coder quarter,Densmok,919,920,Field Healer,3,0.65,GC-0153,
RA-0116,Substrate Repair 590,NP-0187,navigation_pathology,severe,transformation,resonance_retuning,,established,social_support,extreme,665,5,3,,linear_improvement,full_recovery,99.7,False,low,adequate_resources,,voss_navigation,True,highly_replicable,broadly_applicable,False,Healing Institute,Capital,898,900,Field Healer,29,0.65,NP-0187,
RA-0117,Navigation Recalibration 451,BD-0001,boundary_dissolution,moderate,restoration,boundary_reinforcement,,experimental,quiet_location,minimal,143,4,18,side_effects,no_progress,no_improvement,9.8,True,unknown,,late_intervention,tross_boundaries,True,unique,limited_applicability,False,Scholar's Quarter,Capital,926,927,Specialist Team,5,0.5,BD-0001,
RA-0118,Horizon Expansion Program 847,BD-0072,boundary_dissolution,severe,adaptation,pattern_editing,"external_structure, social_reconnection",modified,time,extreme,115,5,7,secondary_pathology,gradual_throughout,partial_recovery,54.1,True,high,early_intervention,,tross_boundaries,False,moderately_replicable,similar_boundary_dissolution,False,Eastern fluctuation zone,Dens boundary,906,907,M. Strand,44,0.68,BD-0072,
RA-0119,Isolation Protocol 115,HS-0107,horizon_shrinkage,mild,isolation,horizon_expansion,,established,social_support,high,1818,4,7,relapse,gradual_throughout,partial_recovery,66.9,True,high,patient_cooperation,,strand_horizons,False,moderately_replicable,similar_horizon_shrinkage,False,Archive vicinity,Capital,935,940,Vorn Recovery Group,19,0.79,HS-0107,
RA-0120,Garrett Rehabilitation,HS-0100,horizon_shrinkage,severe,integration,horizon_expansion,"navigation_recalibration, observation_cessation, ghost_clearance",established,social_support,high,932,2,3,side_effects,linear_improvement,full_recovery,99.7,False,moderate,early_intervention,,strand_horizons,True,highly_replicable,broadly_applicable,False,Dens deep,Dens,932,935,Specialist Team,7,0.61,HS-0100,
RA-0121,Boundary Restoration Project 338,BD-0129,boundary_dissolution,moderate,restoration,boundary_reinforcement,"resonance_retuning, external_structure, surgery",established,social_support,moderate,920,5,2,none,linear_improvement,substantial_recovery,74.7,False,moderate,early_intervention,,tross_boundaries,True,highly_replicable,similar_boundary_dissolution,True,Sector NE-4,Dens boundary,912,915,Indigenous Consultant,7,0.79,BD-0129,
RA-0122,Boundary Restoration Project 145,BD-0155,boundary_dissolution,moderate,restoration,pattern_editing,"trust_rebuilding, external_structure",modified,collective_effort,high,117,4,3,relapse,no_progress,no_improvement,17.6,True,high,,wrong_method,tross_boundaries,True,case_specific,limited_applicability,False,Sector NE-4,Dens boundary,923,924,Healing Institute Team,14,0.69,BD-0155,
RA-0123,Federation Recovery 39,FC-0024,federation_cancer,moderate,reconstruction,external_structure,"ghost_clearance, observation_cessation",established,time,moderate,837,3,6,secondary_pathology,gradual_throughout,partial_recovery,42.0,True,moderate,matched_method,,mord_federation,True,case_specific,specific_conditions_only,False,Ascetic village,Northo,935,938,Moll Research Team,4,0.98,FC-0024,
RA-0124,Garrett Rehabilitation,GC-0060,ghost_contamination,severe,restoration,pattern_editing,"resonance_retuning, external_structure",established,social_support,moderate,1520,4,7,secondary_pathology,gradual_throughout,partial_recovery,43.5,False,high,early_intervention,,moll_ghosts,True,case_specific,limited_applicability,False,Quarry interior,Yeller Quarry,891,896,K. Vorn,4,0.51,GC-0060,
RA-0125,Ghost Clearance Case 929,HS-0080,horizon_shrinkage,catastrophic,adaptation,horizon_expansion,"social_reconnection, boundary_reinforcement",novel,collective_effort,high,1961,4,3,none,gradual_throughout,partial_recovery,63.4,True,high,patient_cooperation,,strand_horizons,False,case_specific,limited_applicability,False,Capital proper,Capital,937,940,Vorn Recovery Group,13,0.66,HS-0080,
RA-0126,Horizon Expansion Program 825,GC-0061,ghost_contamination,moderate,isolation,ghost_clearance,"external_structure, substrate_repair, pattern_editing",established,quiet_location,minimal,1087,5,5,side_effects,oscillating,partial_recovery,46.9,False,moderate,matched_method,,moll_ghosts,True,case_specific,specific_conditions_only,False,Capital proper,Capital,931,934,Specialist Team,2,0.64,GC-0061,
RA-0127,Annex 79 Reconstruction,HS-0200,horizon_shrinkage,catastrophic,isolation,horizon_expansion,"boundary_reinforcement, social_reconnection",established,collective_effort,high,989,1,2,none,linear_improvement,substantial_recovery,93.9,False,low,adequate_resources,,strand_horizons,True,highly_replicable,specific_conditions_only,False,Sector NE-4,Dens boundary,928,931,K. Vorn,19,0.86,HS-0200,
RA-0128,Federation Recovery 606,HS-0198,horizon_shrinkage,mild,isolation,medication,,modified,time,minimal,457,2,1,relapse,plateau_then_breakthrough,substantial_recovery,89.2,True,moderate,skilled_healer,,strand_horizons,True,moderately_replicable,similar_horizon_shrinkage,True,Suburban zone,Densmok,918,920,Moll Research Team,3,0.61,HS-0198,
RA-0129,Navigation Recalibration 962,NP-0065,navigation_pathology,severe,restoration,external_structure,"medication, substrate_repair, pattern_editing",experimental,specialized_equipment,extreme,255,1,3,none,linear_improvement,substantial_recovery,94.2,True,low,patient_cooperation,,voss_navigation,True,case_specific,limited_applicability,False,Northern workings,Yeller Quarry,926,927,M. Strand,44,0.92,NP-0065,
RA-0130,Boundary Restoration Project 491,BD-0047,boundary_dissolution,moderate,transformation,pattern_editing,,established,collective_effort,minimal,131,3,20,secondary_pathology,no_progress,no_improvement,12.1,True,very_high,,late_intervention,tross_boundaries,False,moderately_replicable,specific_conditions_only,False,Tower base,Tower of Mirado,922,923,M. Strand,2,0.9,BD-0047,
RA-0131,Integration Attempt 661,HS-0020,horizon_shrinkage,mild,integration,horizon_expansion,"observation_cessation, relocation, ghost_clearance",novel,quiet_location,minimal,386,1,7,relapse,rapid_then_slow,partial_recovery,58.3,False,high,early_intervention,,strand_horizons,True,case_specific,similar_horizon_shrinkage,False,Capital proper,Capital,935,937,Strand Rehabilitation Center,2,0.9,HS-0020,
RA-0132,Ghost Clearance Case 243,,ingression_failure,moderate,restoration,relocation,substrate_repair,modified,social_support,high,748,5,0,relapse,plateau_then_breakthrough,full_recovery,99.0,False,low,early_intervention,,vells_ingression,False,case_specific,broadly_applicable,True,Archive vicinity,Capital,921,924,M. Strand,8,0.98,,
RA-0133,Federation Recovery 840,FC-0129,federation_cancer,moderate,integration,surgery,external_structure,modified,skilled_healer,minimal,1805,2,6,side_effects,oscillating,partial_recovery,59.9,True,moderate,early_intervention,,mord_federation,True,case_specific,limited_applicability,False,Scholar's Quarter,Capital,932,937,Vorn Recovery Group,3,0.77,FC-0129,
RA-0134,Isolation Protocol 961,HS-0067,horizon_shrinkage,moderate,integration,horizon_expansion,,modified,skilled_healer,moderate,181,2,13,resource_exhaustion,no_progress,no_improvement,2.3,True,very_high,,ongoing_exposure,strand_horizons,False,moderately_replicable,similar_horizon_shrinkage,False,Capital proper,Capital,896,897,K. Vorn,9,0.67,HS-0067,
RA-0135,Ghost Clearance Case 990,FC-0197,federation_cancer,catastrophic,reconstruction,relocation,"surgery, social_reconnection, resonance_retuning",modified,social_support,extreme,844,5,3,none,linear_improvement,substantial_recovery,82.5,True,moderate,matched_method,,mord_federation,True,moderately_replicable,limited_applicability,False,Sector SW-6,Dens boundary,892,895,Indigenous Consultant,44,0.99,FC-0197,
RA-0136,Horizon Expansion Program 501,NP-0156,navigation_pathology,severe,reconstruction,navigation_recalibration,,novel,time,extreme,917,2,1,side_effects,rapid_then_slow,stabilization,30.3,False,moderate,,,voss_navigation,True,moderately_replicable,similar_navigation_pathology,False,Ascetic village,Northo,909,912,Specialist Team,49,0.52,NP-0156,
RA-0137,Horizon Expansion Program 896,HS-0015,horizon_shrinkage,moderate,adaptation,horizon_expansion,,modified,specialized_equipment,high,324,3,3,side_effects,linear_improvement,full_recovery,95.5,False,moderate,early_intervention,,strand_horizons,True,case_specific,similar_horizon_shrinkage,True,Isolation community,Northo,922,923,Field Healer,20,0.95,HS-0015,
RA-0138,Navigation Recalibration 246,FC-0120,federation_cancer,severe,adaptation,relocation,trust_rebuilding,established,time,moderate,1761,1,4,secondary_pathology,gradual_throughout,stabilization,42.5,False,moderate,,,mord_federation,True,case_specific,similar_federation_cancer,False,Sector SW-6,Dens boundary,925,930,Archive Recovery Team,7,0.7,FC-0120,
RA-0139,Isolation Protocol 614,HS-0102,horizon_shrinkage,severe,reconstruction,relocation,"external_structure, surgery",novel,time,moderate,1911,3,5,relapse,oscillating,stabilization,22.9,True,high,,,strand_horizons,True,case_specific,specific_conditions_only,False,Northern workings,Yeller Quarry,929,935,Strand Rehabilitation Center,4,0.95,HS-0102,
RA-0140,Ghost Clearance Case 868,NP-0037,navigation_pathology,moderate,isolation,resonance_retuning,,established,time,moderate,1121,4,2,side_effects,rapid_then_slow,partial_recovery,55.6,True,high,matched_method,,voss_navigation,False,case_specific,specific_conditions_only,False,Capital proper,Capital,918,922,K. Vorn,3,0.67,NP-0037,
RA-0141,Isolation Protocol 847,HS-0121,horizon_shrinkage,catastrophic,restoration,social_reconnection,,modified,skilled_healer,high,634,5,5,side_effects,rapid_then_slow,partial_recovery,43.0,False,high,patient_cooperation,,strand_horizons,False,case_specific,specific_conditions_only,False,Southern perimeter,Dens boundary,913,915,Indigenous Consultant,9,0.83,HS-0121,
RA-0142,Ghost Clearance Case 141,HS-0089,horizon_shrinkage,severe,restoration,relocation,"substrate_repair, boundary_reinforcement",established,collective_effort,high,630,1,7,resource_exhaustion,oscillating,partial_recovery,63.7,True,moderate,matched_method,,strand_horizons,False,moderately_replicable,specific_conditions_only,False,Sector SW-6,Dens boundary,900,902,Field Healer,10,0.52,HS-0089,
RA-0143,Substrate Repair 331,NP-0032,navigation_pathology,severe,reconstruction,navigation_recalibration,,established,specialized_equipment,extreme,286,4,5,side_effects,no_progress,no_improvement,15.8,True,high,,irreversible_damage,voss_navigation,True,case_specific,similar_navigation_pathology,False,Educational district,Densmok,923,924,Moll Research Team,40,0.58,NP-0032,
RA-0144,Navigation Recalibration 574,FC-0103,federation_cancer,severe,restoration,relocation,"navigation_recalibration, horizon_expansion",modified,time,high,267,2,7,secondary_pathology,no_progress,no_improvement,19.8,True,high,,late_intervention,mord_federation,True,case_specific,similar_federation_cancer,False,Suburban zone,Densmok,918,919,Healing Institute Team,16,0.95,FC-0103,
RA-0145,Integration Attempt 671,HS-0055,horizon_shrinkage,moderate,reconstruction,relocation,,modified,collective_effort,high,216,3,0,none,linear_improvement,substantial_recovery,93.0,True,low,early_intervention,,strand_horizons,True,case_specific,specific_conditions_only,False,Dens deep,Dens,920,921,Indigenous Consultant,5,0.86,HS-0055,
RA-0146,Garrett Rehabilitation,NP-0078,navigation_pathology,severe,reconstruction,resonance_retuning,"observation_cessation, trust_rebuilding, substrate_repair",established,quiet_location,high,1014,3,10,secondary_pathology,gradual_throughout,stabilization,43.1,True,moderate,,,voss_navigation,False,case_specific,similar_navigation_pathology,False,Northern monastery,Northo,908,911,Strand Rehabilitation Center,20,0.87,NP-0078,
RA-0147,Ghost Clearance Case 527,NP-0135,navigation_pathology,moderate,reconstruction,resonance_retuning,horizon_expansion,established,time,minimal,837,4,1,relapse,stepwise,substantial_recovery,80.2,False,low,skilled_healer,,voss_navigation,True,highly_replicable,similar_navigation_pathology,True,Educational district,Densmok,911,914,Healing Institute Team,5,0.73,NP-0135,
RA-0148,Substrate Repair 731,GC-0091,ghost_contamination,severe,restoration,pattern_editing,,experimental,social_support,high,322,5,3,relapse,no_progress,no_improvement,13.2,True,high,,insufficient_resources,moll_ghosts,True,unique,limited_applicability,False,Dissolution zone,Dens,924,925,S. Moll,13,0.77,GC-0091,
RA-0149,Boundary Restoration Project 734,NP-0189,navigation_pathology,severe,integration,resonance_retuning,"social_reconnection, surgery",novel,collective_effort,high,16,2,20,relapse,no_progress,no_improvement,11.1,False,high,,insufficient_resources,voss_navigation,True,case_specific,specific_conditions_only,False,Quarry Sector 7,Yeller Quarry,922,923,Indigenous Consultant,15,0.62,NP-0189,
RA-0150,Garrett Rehabilitation,BD-0170,boundary_dissolution,mild,restoration,pattern_editing,,modified,social_support,minimal,726,4,1,relapse,linear_improvement,full_recovery,99.4,False,moderate,patient_cooperation,,tross_boundaries,True,case_specific,specific_conditions_only,True,Western approach,Dens boundary,905,907,Indigenous Consultant,1,0.73,BD-0170,
RA-0151,Horizon Expansion Program 619,GC-0170,ghost_contamination,moderate,adaptation,boundary_strengthening,"social_reconnection, boundary_reinforcement, navigation_recalibration",modified,specialized_equipment,moderate,1087,1,4,resource_exhaustion,gradual_throughout,partial_recovery,47.1,True,high,early_intervention,,moll_ghosts,True,case_specific,specific_conditions_only,False,Western approach,Dens boundary,934,937,Indigenous Consultant,7,0.96,GC-0170,
RA-0152,Boundary Restoration Project 673,FC-0117,federation_cancer,severe,integration,trust_rebuilding,,established,skilled_healer,moderate,175,2,2,relapse,stepwise,substantial_recovery,80.5,False,moderate,matched_method,,mord_federation,True,highly_replicable,specific_conditions_only,True,Northern approach,Tower of Mirado,930,931,Healing Institute Team,7,0.78,FC-0117,
RA-0153,Federation Recovery 348,HS-0152,horizon_shrinkage,moderate,restoration,medication,boundary_reinforcement,established,collective_effort,moderate,1064,2,5,relapse,rapid_then_slow,stabilization,20.2,False,high,,,strand_horizons,False,moderately_replicable,limited_applicability,False,Capital proper,Capital,908,911,M. Strand,10,0.53,HS-0152,
RA-0154,Annex 515 Reconstruction,NP-0059,navigation_pathology,severe,adaptation,navigation_recalibration,ghost_clearance,novel,social_support,extreme,255,4,14,side_effects,no_progress,no_improvement,12.1,True,unknown,,wrong_method,voss_navigation,False,case_specific,similar_navigation_pathology,False,Scholar's Quarter,Capital,924,925,Vorn Recovery Group,37,0.83,NP-0059,
RA-0155,Federation Recovery 354,NP-0029,navigation_pathology,moderate,restoration,navigation_recalibration,"pattern_editing, medication, resonance_retuning",novel,quiet_location,minimal,345,3,2,relapse,stepwise,full_recovery,98.2,False,moderate,patient_cooperation,,voss_navigation,True,case_specific,specific_conditions_only,True,Suburban zone,Densmok,900,901,K. Vorn,1,0.91,NP-0029,
RA-0156,Navigation Recalibration 18,GC-0148,ghost_contamination,severe,restoration,ghost_clearance,relocation,modified,quiet_location,high,1105,1,6,relapse,rapid_then_slow,stabilization,37.6,True,high,,,moll_ghosts,False,case_specific,similar_ghost_contamination,False,Healing Institute,Capital,895,899,Specialist Team,5,0.74,GC-0148,
